credit_score,first_payment_date,first_time_homebuyer_flag,maturity_date,msa,mi_percentage,number_of_units,occupancy_status,original_cltv,original_dti,original_upb,original_ltv,original_interest_rate,channel,prepayment_penalty_mortgage,amortization_type,property_state,property_type,postal_code,loan_sequence_number,loan_purpose,original_loan_term,number_of_borrowers,seller_name,servicer_name,pre_relief_refinance_loan_sequence_number,special_eligibility_program,relief_refinance_indicator,property_valuation_method,interest_only_indicator,loan_duration_years,loan_term_category,credit_risk_category,dti_risk_category,ltv_risk_category,cltv_risk_category,combined_risk_indicator,total_months_observed,months_delinquent,months_seriously_delinquent,maximum_delinquency_status,latest_upb,ever_delinquent_flag,ever_seriously_delinquent_flag,delinquency_rate,serious_delinquency_rate,loan_balance_status
777.0,2021-01-01,N,2050-12-01,13820,0,1,P,79,23,204000,79,2.99,R,N,FRM,AL,SF,352,F20Q40621400,N,360,1,"QUICKEN LOANS, LLC",N,,N,2,N,9999,29.91,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,13,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
657.0,2021-01-01,N,2050-12-01,12580,12,1,P,84,27,287000,84,3.5,R,N,FRM,MD,SF,211,F20Q40621500,N,360,2,"QUICKEN LOANS, LLC",N,,N,1,N,9999,29.91,Long-Term,Fair,Moderate DTI,High LTV,High CLTV,High Risk Indicators,28,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
805.0,2021-01-01,N,2050-12-01,42644,0,1,P,69,20,361000,69,2.99,R,N,FRM,WA,SF,982,F20Q40621743,N,360,2,"QUICKEN LOANS, LLC",N,,N,1,N,9999,29.91,Long-Term,Excellent,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,64,0,0,0.0,318505.24,0,0,0.0,0.0,Active Balance
770.0,2021-01-01,N,2050-12-01,35084,0,1,P,70,39,223000,70,2.99,R,N,FRM,NJ,SF,072,F20Q40621828,C,360,1,"QUICKEN LOANS, LLC",N,,N,1,N,9999,29.91,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,12,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
701.0,2021-01-01,Y,2050-12-01,36740,25,1,P,97,45,103000,97,3.5,R,N,FRM,FL,CO,328,F20Q40621829,P,360,1,"QUICKEN LOANS, LLC",N,H,N,2,N,9999,29.91,Long-Term,Good,High DTI,High LTV,High CLTV,High Risk Indicators,64,0,0,0.0,90775.63,0,0,0.0,0.0,Active Balance
781.0,2021-01-01,N,2040-12-01,33124,0,1,P,57,42,400000,57,2.99,R,N,FRM,FL,SF,331,F20Q40621884,C,240,2,"QUICKEN LOANS, LLC",N,,N,1,N,9999,19.92,Medium-Term,Very Good,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,64,0,0,0.0,316909.73,0,0,0.0,0.0,Active Balance
774.0,2021-01-01,N,2050-12-01,36740,12,1,S,81,31,253000,81,2.875,R,N,FRM,FL,PU,328,F20Q40621909,N,360,2,"QUICKEN LOANS, LLC",N,,N,1,N,9999,29.91,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,64,0,0,0.0,222877.12,0,0,0.0,0.0,Active Balance
797.0,2021-01-01,Y,2050-12-01,47894,30,1,P,95,21,394000,95,2.99,R,N,FRM,MD,SF,207,F20Q40622027,P,360,1,"QUICKEN LOANS, LLC",N,,N,2,N,9999,29.91,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,64,0,0,0.0,347290.08,0,0,0.0,0.0,Active Balance
694.0,2021-01-01,N,2050-12-01,25940,0,1,P,78,45,244000,78,2.99,R,N,FRM,SC,PU,299,F20Q40622061,C,360,2,"QUICKEN LOANS, LLC",N,,N,2,N,9999,29.91,Long-Term,Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,64,0,0,0.0,212640.61,0,0,0.0,0.0,Active Balance
790.0,2021-01-01,N,2035-12-01,10900,0,1,P,62,19,251000,62,2.625,R,N,FRM,PA,SF,180,F20Q40622084,C,180,1,"QUICKEN LOANS, LLC",N,,N,1,N,9999,14.91,Short-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,5,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
758.0,2021-01-01,N,2050-12-01,12700,0,1,P,47,31,303000,47,2.99,R,N,FRM,MA,SF,026,F20Q40622206,N,360,2,"QUICKEN LOANS, LLC",N,,N,1,N,9999,29.91,Long-Term,Very Good,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,7,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
784.0,2021-01-01,N,2050-12-01,15260,12,1,P,85,30,510000,85,2.875,B,N,FRM,GA,PU,315,F20Q40622371,P,360,1,"QUICKEN LOANS, LLC",N,,N,2,N,9999,29.91,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,44,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
694.0,2021-01-01,N,2050-12-01,16984,25,1,P,90,35,214000,90,3.25,R,N,FRM,IL,SF,600,F20Q40622549,N,360,2,"WELLS FARGO BANK, N.A.",N,,N,1,N,9999,29.91,Long-Term,Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,64,0,0,0.0,178387.02,0,0,0.0,0.0,Active Balance
733.0,2020-12-01,N,2050-11-01,47260,0,1,P,80,49,314000,80,3.0,C,N,FRM,VA,PU,233,F20Q40622602,P,360,1,"WELLS FARGO BANK, N.A.",N,,N,2,N,9999,29.92,Long-Term,Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,65,1,0,1.0,276118.43,1,0,0.0154,0.0,Active Balance
705.0,2020-12-01,Y,2050-11-01,12580,25,1,P,90,44,234000,90,2.75,C,N,FRM,MD,CO,214,F20Q40622699,P,360,1,"WELLS FARGO BANK, N.A.",N,,N,2,N,9999,29.92,Long-Term,Good,High DTI,High LTV,High CLTV,High Risk Indicators,65,1,0,1.0,205151.19,1,0,0.0154,0.0,Active Balance
756.0,2021-01-01,Y,2050-12-01,35300,30,1,P,94,31,280000,94,2.75,R,N,FRM,CT,SF,067,F20Q40622795,P,360,2,"WELLS FARGO BANK, N.A.",N,,N,2,N,9999,29.91,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,64,0,0,0.0,177761.62,0,0,0.0,0.0,Active Balance
793.0,2021-01-01,N,2050-12-01,38900,0,1,P,80,35,502000,80,2.625,R,N,FRM,OR,PU,970,F20Q40622869,P,360,1,OTHER,N,,N,1,N,9999,29.91,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,64,0,0,0.0,438303.98,0,0,0.0,0.0,Active Balance
766.0,2021-01-01,N,2050-12-01,35300,25,1,P,89,33,200000,89,3.25,R,N,FRM,CT,SF,064,F20Q40622942,N,360,1,"WELLS FARGO BANK, N.A.",N,H,N,1,N,9999,29.91,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,64,0,0,0.0,176794.72,0,0,0.0,0.0,Active Balance
804.0,2020-12-01,Y,2050-11-01,39580,25,1,P,95,41,209000,95,2.875,C,N,FRM,NC,PU,276,F20Q40623068,P,360,1,"WELLS FARGO BANK, N.A.",N,H,N,2,N,9999,29.92,Long-Term,Excellent,High DTI,High LTV,High CLTV,High Risk Indicators,65,0,0,0.0,163125.36,0,0,0.0,0.0,Active Balance
799.0,2020-12-01,N,2050-11-01,17140,0,1,P,80,42,204000,80,2.99,C,N,FRM,OH,SF,450,F20Q40623180,P,360,1,"WELLS FARGO BANK, N.A.",N,,N,2,N,9999,29.92,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,2,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
677.0,2021-01-01,N,2050-12-01,38060,0,1,S,80,34,200000,80,2.999,B,N,FRM,AZ,SF,852,F20Q40623323,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC",N,,N,1,N,9999,29.91,Long-Term,Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,64,0,0,0.0,176888.68,0,0,0.0,0.0,Active Balance
753.0,2020-12-01,Y,2050-11-01,35004,0,1,P,58,39,240000,58,2.75,C,N,FRM,NY,CO,117,F20Q40623419,P,360,2,"WELLS FARGO BANK, N.A.",N,,N,1,N,9999,29.92,Long-Term,Very Good,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,65,0,0,0.0,210411.12,0,0,0.0,0.0,Active Balance
767.0,2021-01-01,N,2040-12-01,35614,0,1,P,66,26,404000,66,2.99,R,N,FRM,NY,SF,109,F20Q40623435,N,240,2,"WELLS FARGO BANK, N.A.",N,,N,1,N,9999,19.92,Medium-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,64,0,0,0.0,317207.33,0,0,0.0,0.0,Active Balance
775.0,2020-12-01,N,2050-11-01,28740,0,1,S,80,21,200000,80,2.875,C,N,FRM,NY,SF,124,F20Q40623496,P,360,1,"WELLS FARGO BANK, N.A.",N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,59,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
746.0,2021-01-01,N,2050-12-01,44060,0,1,P,68,22,118000,68,3.0,R,N,FRM,WA,SF,992,F20Q40623751,N,360,1,"WELLS FARGO BANK, N.A.",N,H,N,1,N,9999,29.91,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,64,0,0,0.0,103076.54,0,0,0.0,0.0,Active Balance
664.0,2020-12-01,Y,2050-11-01,15804,25,1,P,95,43,117000,95,2.875,C,N,FRM,NJ,SF,080,F20Q40623823,P,360,1,"WELLS FARGO BANK, N.A.",N,H,N,2,N,9999,29.92,Long-Term,Fair,High DTI,High LTV,High CLTV,High Risk Indicators,55,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
801.0,2021-01-01,N,2050-12-01,,25,1,P,89,26,119000,89,2.875,C,N,FRM,OH,SF,442,F20Q40623940,N,360,2,"WELLS FARGO BANK, N.A.",N,H,N,1,N,9999,29.91,Long-Term,Excellent,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,64,0,0,0.0,81182.17,0,0,0.0,0.0,Active Balance
822.0,2020-12-01,N,2050-11-01,16984,0,1,P,22,26,118000,22,2.75,C,N,FRM,IL,SF,606,F20Q40623981,N,360,1,"WELLS FARGO BANK, N.A.",N,,N,1,N,9999,29.92,Long-Term,Excellent,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,65,0,0,0.0,101249.4,0,0,0.0,0.0,Active Balance
774.0,2021-01-01,N,2050-12-01,33874,0,1,P,71,26,306000,71,2.875,B,N,FRM,PA,SF,194,F20Q40624173,N,360,1,NEWREZ LLC,N,,N,1,N,9999,29.91,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,64,0,0,0.0,264342.02,0,0,0.0,0.0,Active Balance
802.0,2021-01-01,N,2050-12-01,34940,0,1,S,51,7,250000,51,2.875,R,N,FRM,FL,PU,341,F20Q40624230,P,360,2,NEWREZ LLC,N,,N,2,N,9999,29.91,Long-Term,Excellent,Low DTI,Low LTV,Low CLTV,Lower Risk Indicators,64,0,0,0.0,220234.59,0,0,0.0,0.0,Active Balance
724.0,2021-01-01,N,2050-12-01,22744,30,1,P,95,48,239000,95,2.99,R,N,FRM,FL,PU,333,F20Q40624259,P,360,1,NEWREZ LLC,N,,N,2,N,9999,29.91,Long-Term,Good,Very High DTI,High LTV,High CLTV,High Risk Indicators,64,1,0,1.0,211032.15,1,0,0.0156,0.0,Active Balance
743.0,2021-01-01,N,2050-12-01,19740,0,1,P,77,22,338000,77,2.99,R,N,FRM,CO,SF,804,F20Q40624418,N,360,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,N,,N,1,N,9999,29.91,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,12,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
787.0,2021-01-01,Y,2049-12-01,35614,0,1,P,80,18,256000,80,2.99,R,N,FRM,NY,SF,105,F20Q40624567,P,348,2,"QUICKEN LOANS, LLC",N,,N,2,N,9999,28.91,Long-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,64,0,0,0.0,217368.31,0,0,0.0,0.0,Active Balance
781.0,2021-01-01,N,2044-12-01,44060,0,1,P,65,28,342000,65,2.94,B,N,FRM,WA,SF,992,F20Q40624759,N,288,2,"QUICKEN LOANS, LLC",N,,N,1,N,9999,23.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,64,0,0,0.0,286294.52,0,0,0.0,0.0,Active Balance
708.0,2021-01-01,N,2050-12-01,,12,1,P,85,39,136000,85,2.99,R,N,FRM,MT,SF,595,F20Q40624831,N,360,1,"QUICKEN LOANS, LLC",N,,N,2,N,9999,29.91,Long-Term,Good,High DTI,High LTV,High CLTV,High Risk Indicators,47,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
700.0,2021-01-01,N,2035-12-01,12580,0,1,P,70,20,510000,70,2.75,R,N,FRM,MD,SF,210,F20Q40624875,C,180,1,"QUICKEN LOANS, LLC",N,,N,1,N,9999,14.91,Short-Term,Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,64,0,0,0.0,323078.52,0,0,0.0,0.0,Active Balance
690.0,2021-01-01,N,2050-12-01,10420,0,1,P,80,48,247000,80,2.99,R,N,FRM,OH,SF,442,F20Q40624955,P,360,2,"QUICKEN LOANS, LLC",N,,N,2,N,9999,29.91,Long-Term,Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,64,0,0,0.0,209885.4,0,0,0.0,0.0,Active Balance
800.0,2021-01-01,N,2035-12-01,,0,1,P,25,36,164000,25,2.75,R,N,FRM,WA,SF,983,F20Q40624958,N,180,2,"QUICKEN LOANS, LLC",N,,N,2,N,9999,14.91,Short-Term,Excellent,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,64,0,0,0.0,49301.21,0,0,0.0,0.0,Active Balance
746.0,2021-01-01,N,2035-12-01,19804,0,1,P,80,48,283000,80,2.375,R,N,FRM,MI,PU,481,F20Q40625063,C,180,1,"QUICKEN LOANS, LLC",N,,N,2,N,9999,14.91,Short-Term,Very Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,64,0,0,0.0,195245.01,0,0,0.0,0.0,Active Balance
760.0,2021-01-01,N,2041-12-01,12700,0,1,P,68,32,220000,68,2.99,R,N,FRM,MA,SF,026,F20Q40625111,N,252,2,"QUICKEN LOANS, LLC",N,,N,2,N,9999,20.91,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,12,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
767.0,2021-01-01,N,2050-12-01,42644,0,1,I,61,49,496000,61,2.99,R,N,FRM,WA,SF,981,F20Q40625128,N,360,2,"QUICKEN LOANS, LLC",N,,N,2,N,9999,29.91,Long-Term,Very Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,64,0,0,0.0,438314.98,0,0,0.0,0.0,Active Balance
721.0,2021-01-01,N,2035-12-01,14260,0,1,P,76,49,200000,76,2.75,R,N,FRM,ID,PU,836,F20Q40625198,C,180,2,"QUICKEN LOANS, LLC",N,,N,2,N,9999,14.91,Short-Term,Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,12,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
794.0,2021-01-01,N,2050-12-01,,0,1,P,65,20,171000,65,3.0,R,N,FRM,WI,SF,535,F20Q40625414,N,360,2,"WELLS FARGO BANK, N.A.",N,,N,1,N,9999,29.91,Long-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,64,0,0,0.0,149520.34,0,0,0.0,0.0,Active Balance
792.0,2021-01-01,N,2050-12-01,16984,0,1,P,37,47,157000,37,2.75,C,N,FRM,IL,SF,605,F20Q40625433,N,360,2,"WELLS FARGO BANK, N.A.",N,,N,1,N,9999,29.91,Long-Term,Very Good,Very High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,64,0,0,0.0,120025.18,0,0,0.0,0.0,Active Balance
728.0,2021-01-01,N,2050-12-01,16984,30,1,P,92,31,165000,92,2.875,R,N,FRM,IL,CO,606,F20Q40625467,N,360,1,"WELLS FARGO BANK, N.A.",N,,N,2,N,9999,29.91,Long-Term,Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,19,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
809.0,2021-01-01,N,2050-12-01,19660,0,1,P,66,14,151000,66,3.0,R,N,FRM,FL,SF,321,F20Q40625472,N,360,1,"WELLS FARGO BANK, N.A.",N,,N,1,N,9999,29.91,Long-Term,Excellent,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,64,0,0,0.0,57818.63,0,0,0.0,0.0,Active Balance
780.0,2021-01-01,N,2050-12-01,16740,0,1,P,68,24,151000,68,2.625,C,N,FRM,NC,SF,280,F20Q40625476,N,360,2,"WELLS FARGO BANK, N.A.",N,,N,1,N,9999,29.91,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,64,0,0,0.0,132103.39,0,0,0.0,0.0,Active Balance
687.0,2021-01-01,Y,2050-12-01,21780,25,1,P,94,43,215000,94,3.0,B,N,FRM,IN,SF,476,F20Q40625663,P,360,1,OTHER,N,H,N,2,N,9999,29.91,Long-Term,Good,High DTI,High LTV,High CLTV,High Risk Indicators,64,0,0,0.0,188631.13,0,0,0.0,0.0,Active Balance
761.0,2020-12-01,N,2050-11-01,36084,0,1,P,80,29,712000,80,2.625,C,N,FRM,CA,SF,945,F20Q40625676,N,360,2,"CMG MORTGAGE, INC.",Y,,N,1,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,13,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
766.0,2021-01-01,N,2035-12-01,20500,0,1,I,74,40,110000,74,3.625,R,N,FRM,NC,SF,275,F20Q40625733,C,180,2,OTHER,N,,N,2,N,9999,14.91,Short-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,64,0,0,0.0,78129.86,0,0,0.0,0.0,Active Balance
692.0,2021-01-01,N,2050-12-01,31084,0,1,P,60,40,260000,60,3.0,R,N,FRM,CA,CO,903,F20Q40625804,C,360,1,OTHER,N,,N,1,N,9999,29.91,Long-Term,Good,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,64,0,0,0.0,229950.81,0,0,0.0,0.0,Active Balance
676.0,2020-12-01,N,2050-11-01,,0,1,P,44,43,117000,44,3.311,R,N,FRM,OH,SF,431,F20Q40625815,N,360,2,"FLAGSTAR BANK, FSB",N,,N,2,N,9999,29.92,Long-Term,Good,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,12,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
759.0,2021-01-01,N,2050-12-01,17820,0,1,P,75,38,214000,75,2.875,R,N,FRM,CO,SF,809,F20Q40626198,N,360,1,OTHER,N,,N,1,N,9999,29.91,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,64,1,0,1.0,182468.29,1,0,0.0156,0.0,Active Balance
804.0,2020-12-01,N,2035-11-01,33874,0,1,P,39,11,300000,39,2.125,C,N,FRM,PA,SF,193,F20Q40626338,P,180,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,1,N,9999,14.92,Short-Term,Excellent,Low DTI,Low LTV,Low CLTV,Lower Risk Indicators,65,0,0,0.0,202504.39,0,0,0.0,0.0,Active Balance
773.0,2021-01-01,Y,2035-12-01,23224,12,1,P,87,30,474000,87,2.25,C,N,FRM,MD,SF,208,F20Q40626340,P,180,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,14.91,Short-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,60,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
794.0,2020-12-01,N,2035-11-01,42644,0,1,P,31,12,171000,31,2.5,C,N,FRM,WA,SF,982,F20Q40626366,N,180,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,1,N,9999,14.92,Short-Term,Very Good,Low DTI,Low LTV,Low CLTV,Lower Risk Indicators,36,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
796.0,2021-01-01,N,2035-12-01,42644,0,1,P,62,34,515000,62,2.5,R,N,FRM,WA,PU,980,F20Q40626382,C,180,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,14.91,Short-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,7,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
804.0,2021-01-01,N,2035-12-01,16984,0,1,P,27,27,78000,27,2.75,R,N,FRM,IL,SF,601,F20Q40626422,N,180,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,1,N,9999,14.91,Short-Term,Excellent,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,63,0,0,0.0,47400.67,0,0,0.0,0.0,Active Balance
799.0,2021-01-01,N,2050-12-01,12580,0,1,P,34,28,249000,34,2.99,R,N,FRM,MD,PU,207,F20Q40626515,C,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,1,N,9999,29.91,Long-Term,Very Good,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,64,0,0,0.0,220083.49,0,0,0.0,0.0,Active Balance
800.0,2021-01-01,N,2040-12-01,11700,0,1,P,74,18,292000,74,3.1,R,N,FRM,NC,SF,287,F20Q40626760,N,240,2,TRUIST BANK,N,,N,1,N,9999,19.92,Medium-Term,Excellent,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,64,0,0,0.0,203225.55,0,0,0.0,0.0,Active Balance
749.0,2020-12-01,N,2050-11-01,19124,0,1,P,80,24,448000,80,2.625,C,N,FRM,TX,SF,752,F20Q40626840,P,360,2,TRUIST BANK,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,65,0,0,0.0,391776.61,0,0,0.0,0.0,Active Balance
779.0,2021-01-01,N,2050-12-01,38060,0,1,P,65,46,510000,65,3.125,R,N,FRM,AZ,PU,852,F20Q40626913,C,360,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,N,,N,1,N,9999,29.91,Long-Term,Very Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,64,0,0,0.0,451792.24,0,0,0.0,0.0,Active Balance
781.0,2021-01-01,N,2050-12-01,41740,25,1,P,88,34,628000,88,2.875,C,N,FRM,CA,CO,920,F20Q40627122,N,360,2,HOME POINT FINANCIAL CORPORATION,Y,,N,1,N,9999,29.91,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,64,0,0,0.0,551484.2,0,0,0.0,0.0,Active Balance
796.0,2021-01-01,N,2050-12-01,16984,0,1,P,80,47,324000,80,2.875,C,N,FRM,IL,PU,604,F20Q40627209,P,360,1,HOME POINT FINANCIAL CORPORATION,N,,N,2,N,9999,29.91,Long-Term,Very Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,64,0,0,0.0,285424.02,0,0,0.0,0.0,Active Balance
730.0,2021-01-01,N,2050-12-01,23420,0,1,I,47,2,186000,47,3.0,B,N,FRM,CA,SF,937,F20Q40627370,P,360,2,HOME POINT FINANCIAL CORPORATION,N,,N,2,N,9999,29.91,Long-Term,Good,Low DTI,Low LTV,Low CLTV,Lower Risk Indicators,64,2,0,2.0,163113.11,1,0,0.0312,0.0,Active Balance
776.0,2021-01-01,Y,2050-12-01,25540,25,1,P,91,27,209000,91,2.99,R,N,FRM,CT,SF,064,F20Q40627391,P,360,1,OTHER,N,,N,2,N,9999,29.91,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,64,1,0,1.0,184459.64,1,0,0.0156,0.0,Active Balance
744.0,2021-01-01,N,2050-12-01,33540,0,1,P,74,36,366000,74,2.875,R,N,FRM,MT,SF,598,F20Q40627683,N,360,2,OTHER,N,,N,1,N,9999,29.91,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,64,0,0,0.0,322343.95,0,0,0.0,0.0,Active Balance
761.0,2021-01-01,N,2050-12-01,35840,0,1,P,58,23,347000,36,2.499,B,N,FRM,FL,SF,342,F20Q40627738,N,360,1,"UNITED WHOLESALE MORTGAGE, LLC",N,,N,1,N,9999,29.91,Long-Term,Very Good,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,44,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
794.0,2021-01-01,N,2050-12-01,,0,1,P,42,50,388000,42,2.5,B,N,FRM,CO,PU,816,F20Q40627801,N,360,2,"UNITED WHOLESALE MORTGAGE, LLC",N,,N,1,N,9999,29.91,Long-Term,Very Good,Very High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,64,0,0,0.0,327090.98,0,0,0.0,0.0,Active Balance
706.0,2021-01-01,Y,2050-12-01,49340,12,1,P,85,50,263000,85,2.99,B,N,FRM,MA,SF,016,F20Q40627907,P,360,2,HOME POINT FINANCIAL CORPORATION,N,,N,2,N,9999,29.91,Long-Term,Good,Very High DTI,High LTV,High CLTV,High Risk Indicators,64,0,0,0.0,221811.08,0,0,0.0,0.0,Active Balance
766.0,2021-01-01,N,2050-12-01,31140,30,1,P,95,42,265000,95,2.99,R,N,FRM,KY,PU,402,F20Q40628186,P,360,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,N,,N,2,N,9999,29.91,Long-Term,Very Good,High DTI,High LTV,High CLTV,High Risk Indicators,64,0,0,0.0,234293.32,0,0,0.0,0.0,Active Balance
751.0,2021-01-01,N,2050-12-01,,0,1,P,76,49,463000,76,2.75,R,N,FRM,AK,SF,999,F20Q40628231,N,360,2,OTHER,N,,N,2,N,9999,29.91,Long-Term,Very Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,64,0,0,0.0,407095.44,0,0,0.0,0.0,Active Balance
812.0,2021-01-01,N,2050-12-01,23540,0,1,P,69,23,378000,69,2.875,R,N,FRM,FL,PU,326,F20Q40628243,N,360,1,OTHER,N,,N,1,N,9999,29.91,Long-Term,Excellent,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,64,0,0,0.0,332994.81,0,0,0.0,0.0,Active Balance
800.0,2021-01-01,N,2035-12-01,35840,0,1,P,51,14,202000,51,2.25,B,N,FRM,FL,SF,342,F20Q40628428,N,180,1,"UNITED WHOLESALE MORTGAGE, LLC",N,,N,1,N,9999,14.91,Short-Term,Excellent,Low DTI,Low LTV,Low CLTV,Lower Risk Indicators,64,0,0,0.0,137821.86,0,0,0.0,0.0,Active Balance
787.0,2021-01-01,N,2035-12-01,40140,0,1,P,36,36,178000,36,1.999,B,N,FRM,CA,SF,923,F20Q40628436,N,180,2,"UNITED WHOLESALE MORTGAGE, LLC",N,,N,1,N,9999,14.91,Short-Term,Very Good,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,64,0,0,0.0,98481.61,0,0,0.0,0.0,Active Balance
